Időbélyeg;Pontszám;"1.	A modell és a modellezett rendszer viszonya:";"2.	Ha egy rendszernek az M1 modell jó modellje, de az M2 modell nem érvényes rá, akkor…";"3.	A fa tulajdonságú gráf…";"4.	Egy egyszerű állapotgép biztosan determinisztikus, ha…";"5.	Ha M1 állapotgép absztrahálja M2 állapotgépet, akkor…";"6.	Az S1 S2 és S3 állapotterek direkt szorzataként előálló S állapottérnek minden pillanatban…";"7.	Ha az egyik állapotrégió 5 állapotot és 15 átmenetet, a másik régió 4 állapotot és 8 átmenetet tartalmaz, akkor az aszinkron szorzatukként számolt állapotgép további finomítás híján…";"1.	Egy folyamat biztosan jól strukturált, ha…";"9.	Őrfeltételt írhatunk…"
5.17.2017 20:52:08;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:52:23;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;a) …23 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:55:19;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:55:24;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:56:12;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 20:59:49;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;a) …teljesen specifikált., c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:00:28;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van.;a) …M1 több információt tartalmaz, mint M2., c) …M1 biztosan több állapotból áll, mint M2.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:02:57;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;b) …M1 mindenképpen M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;c) …107 átmenetet tartalmaz.;a) … determinisztikus., a) … nem tartalmaz fork-join párt.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:03:56;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:06:38;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:08:30;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;a) …csak irányítatlan kört tartalmazhat, irányított kört nem., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:21:10;0;;;;;;;;;
5.17.2017 21:21:29;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit., d) A modell a modellezett rendszer finomítása.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:21:35;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:22:43;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre., d) …adatfolyamháló csatornáira.
5.17.2017 21:33:16;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;b) …egy kezdőállapota van., c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;c) …107 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …típusgráf éleire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:41:44;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit., d) A modell a modellezett rendszer finomítása.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad., d) …típusgráfja nem tartalmazhat hurokélet.;a) …teljesen specifikált., b) …egy kezdőállapota van., c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;;;a) … determinisztikus., b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:55:09;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:56:27;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., b) A modell mindig egy hipotetikus (pl. fejlesztés alatt álló) rendszert közelít, sosem a valóságot.;a) …M1 lehet M2 finomítása.;b) …reprezentálhat egy tartalmazási struktúrát., d) …típusgráfja nem tartalmazhat hurokélet.;c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;b) …legfeljebb 3 eleme áll fenn., a) …legalább 1 eleme fennáll.;d) … 120 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 21:58:42;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;;;;;;;
5.17.2017 21:59:01;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;…M2 több információt tartalmaz, mint M1., d) …M2 biztosan több állapotból áll, mint M1.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 22:18:15;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit.;a) …M1 lehet M2 finomítása.;c) …élcímkére szűrve is egy vagy több fa marad.;a) …teljesen specifikált.;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll.;a) …23 átmenetet tartalmaz.;;a) …állapotgép átmeneteire.
5.17.2017 22:22:11;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;c) …egy állapotátmenete van.;a) …M1 több információt tartalmaz, mint M2., c) …M1 biztosan több állapotból áll, mint M2.;a) …legalább 1 eleme fennáll., d) … legfeljebb 1 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 22:25:08;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát., c) …élcímkére szűrve is egy vagy több fa marad.;b) …egy kezdőállapota van., c) …egy állapotátmenete van., d) … egy állapota van (állapotmentes).;…M2 több információt tartalmaz, mint M1.;a) … legalább 3 eleme fennáll., b) …legfeljebb 3 eleme áll fenn.;b) …100 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …állapotgép átmeneteire., a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
5.17.2017 22:27:07;0;a) A modell egyszerűsítheti, összemoshatja a modellezett rendszer bizonyos részleteit., c) A modell elhagyhatja a modellezett rendszer bizonyos részeit, komponenseit.;c) …M1 lehet M2 absztrakciója.;b) …reprezentálhat egy tartalmazási struktúrát.;a) …teljesen specifikált.;;a) …legalább 1 eleme fennáll.;d) … 120 átmenetet tartalmaz.;b) … elemi tevékenységek egyszerű szekvenciája.;a) …folyamatmodell Decision csomópontjából kilépő vezérlési élekre.
