Időbélyeg;Pontszám;"1.	Az absztrakció";"2.	A modellt ábrázoló diagram";"3.	A példánygráfot";"4.	Modellek dekompozíciójánál";"5.	Egy rendszer működését érvényesen modellező egyszerű állapotgép (nem Harel statechart)";"6.	Folyamatmodellezésnél";"1.	Egy valós rendszer viselkedését leíró teljes folyamatmodell";"8.	Az (imperatív) program vezérlési folyama";"9.	Ha a folyamat egy fork csomópont után az egyik ágon egy A, a másik ágon egy B tevékeny-séggel folytatódik, akkor";"10.	Teljesítménymodelleknél"
5.17.2017 22:31:29;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., c) tartalmazási viszonyok és típus-példány viszonyok alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 22:31:44;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk., b) a rendszert fizikai elemei mentén bontjuk részekre, ha alfolyamatokat alkalmazunk a modellben.;c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;d) elemi tevékenységekkel reprezentálja a program utasításait.;a) A és B tevékenységek egyszerre fognak elkezdődni., d) B befejeződhet A kezdete előtt.;
5.17.2017 22:34:15;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 22:44:19;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., b) mindig a modellel azonos információtartalmú.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., c) tartalmazási viszonyok és típus-példány viszonyok alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) kötelezően determinisztikus., a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;a) mindenképpen jólstrukturált, c) mindig tartalmaz kezdő (start, flow begin) csomópontot., d) minden csomópontját pontosan egy vezérlési él hagyja el;a) egy folyamatmodell;a) A és B tevékenységek egyszerre fognak elkezdődni., d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 22:45:42;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., b) típuscsomóntok és típusélek alkotják.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 22:54:05;0;b) mindig információt hagy el a modellből, c) eredményeképp a modell kevesebb valós rendszernek lesz érvényes modellje, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., b) mindig a modellel azonos információtartalmú., c) megegyezik a modellezett rendszerrel.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., b) típuscsomóntok és típusélek alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., a) logikai a dekompozíció, ha a rendszert alkatrészei szerint bontjuk fel., egy problémát vagy rendszert kisebb részekre bontunk.;a) kötelezően determinisztikus., a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;a) A és B tevékenységek egyszerre fognak elkezdődni., d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 22:55:13;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;b) mindig a modellel azonos információtartalmú.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., c) tartalmazási viszonyok és típus-példány viszonyok alkotják.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., a) logikai a dekompozíció, ha a rendszert alkatrészei szerint bontjuk fel.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, c) fork-join jólstrukturált blokkal reprezentálja a switch-case szerkezetet., d) elemi tevékenységekkel reprezentálja a program utasításait.;b) A és B közül pontosan egy lesz végrehajtva.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 22:56:52;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk., d) egy folyamatmodell akkor helyes, ha minden lefutása során minden tevékenységét végrehatjuk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell, d) elemi tevékenységekkel reprezentálja a program utasításait.;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként.
5.17.2017 23:09:26;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., d) kizárólag viselkedésmodellekre készíthető el.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., b) típuscsomóntok és típusélek alkotják., c) tartalmazási viszonyok és típus-példány viszonyok alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) csak a rendszeren kívülről érkező input hatására válthat állapotot.;b) a rendszert fizikai elemei mentén bontjuk részekre, ha alfolyamatokat alkalmazunk a modellben.;c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség., c) egyensúlyi állapotban az érkezési ráta megegyezik az átbocsátóképességgel., d) a kihasználtság akkor nagyobb, mint 1, ha nincs elég erőforrás a rendszerben.
5.17.2017 23:13:38;0;d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható.;a) arra használjuk, hogy a rendszert alkotó elemek egymáshoz való viszonyát leír-juk., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) kötelezően determinisztikus., a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;b) tartalmazhat olyan merge csomópontot, amelybe a vele párosított decision (dön-tés) érintése nélkül el lehet jutni, c) mindig tartalmaz kezdő (start, flow begin) csomópontot.;a) egy folyamatmodell;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., b) az érkezési ráta lehet nagyobb, mint az átbocsátóképesség.
5.17.2017 23:20:29;0;b) mindig információt hagy el a modellből, d) megfordítása a finomítás;a) mellett sok modell szövegesen is leírható., b) mindig a modellel azonos információtartalmú.;b) típuscsomóntok és típusélek alkotják., d) szűrhetjük (absztrahálhatjuk) adott címkéjű elemeire, és ez újabb gráfmodellt eredményez.;a helyesség szükséges feltétele, hogy a (dekompozíció utáni) rendszer minden elemének megfeleltethető legyen az eredeti rendszer valamely eleme., egy problémát vagy rendszert kisebb részekre bontunk.;a) kötelezően determinisztikus., a) a rendszer működése során minden időpontban pontosan egy aktív (aktuális) állapotot tartalmaz.;a) alapvetően a rendszerben elvégzett tevékenységek és a köztük fennálló sorrendi függőségek modellezésére koncentrálunk.;c) mindig tartalmaz kezdő (start, flow begin) csomópontot., d) minden csomópontját pontosan egy vezérlési él hagyja el;;d) B befejeződhet A kezdete előtt.;a) a kihasználtság megadható az átbocsátás és az átbocsátóképesség hányadosa-ként., c) egyensúlyi állapotban az érkezési ráta megegyezik az átbocsátóképességgel., d) a kihasználtság akkor nagyobb, mint 1, ha nincs elég erőforrás a rendszerben.
