Időbélyeg;Pontszám;"1.	A specifikáció és az implementáció… ";"2.	Finomítással …";"3.	A tesztesetek megadásához szükséges... ";"4.	A holtpont …";"5.	Egy erőforrás kihasználtsága…";"6.	Egy folyamat átbocsátási rátája…";"7.	Egyensúlyi helyzetben lévő teljesítménymodell esetén… ";"8.	A folyamatszimuláció és a teljesítménymodellezés esetén…";"9.	Egy folytonos változó jellemző értékeit doboz diagrammal (boxplottal) és hisztogrammal is ábrázoljuk."
5.17.2017 22:04:22;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., b) A boxplotról mindig könnyedén leolvasható a 40. percentilis
5.17.2017 22:05:10;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 22:08:45;0;d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum, d) …futásidejű monitor;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 22:17:46;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;a) …részletezhetjük a modell működését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;b) …mindig nagyobb vagy egyenlő a vizitációs számnál, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;;d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 22:23:31;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép., d) …kapcsolata mindig kölcsönösen egyértelmű, azaz egy specifikációhoz egy implementáció létezik, és fordítva.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 22:25:35;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél;a) …nemnegatív, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;d) …a Little-törvény mindenképpen fennáll;c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 22:26:03;0;b) …közül a specifikációban van több információtartalom, az a konkrétabb., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 22:26:54;0;a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;b) …részletezhetjük a modell felépítését., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív;a) …az átbocsátási ráta és az átbocsátóképesség mindig megegyezik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis., d) Minden információ, ami a doboz diagramról könnyen leolvasható, a hisztogramról is könnyen leolvasható, emiatt tekintjük a doboz diagramot a hisztogram egyfajta absztrakciójának.
5.17.2017 22:28:08;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
5.17.2017 22:34:37;0;a) …egy fejlesztési lépés/lépéssorozat bemenete ill. kimenete., a) …lehet például egy szöveges leírás és egy azonos jelentésű állapotgép.;a) …részletezhetjük a modell működését., b) …részletezhetjük a modell felépítését., c) …részletezhetjük a modell által kezelt adatokat., d) …eszköztől függően akár elkészíthetjük a specifikációnak szánt modell egy implementációját.;a) …tesztbemenet, a) …elvárt kimenet vagy tesztorákulum;a) …egy olyan állapot, amelyből a rendszer a modellezett inputok és események hatására nem képes kilépni, legfeljebb külső (a modellen túlmutató) segítséggel., b) …előfordulhat úgy, hogy a rendszer folyamatai egymásra várakoznak., c) …és a végtelen ciklus között fontos különbség, hogy a végtelen ciklusban történhet állapotváltozás, míg a holtpontban nem.;a) …nemnegatív;a) …nemnegatív, c) …kisebb vagy egyenlő az átbocsátóképességnél, d) …egyensúlyi helyzetben megegyezik az érkezési rátával;b) …időegységenként ugyanannyi folyamatpéldány indul, mint ahány befejeződik, d) …a Little-törvény mindenképpen fennáll;a) …különbség, hogy a szimuláció az erőforrásfoglalások becslése alapján futási eseteket becsül meg, míg a teljesítménymodellen végzett számítások általános összefüggéseket állapítanak meg sok futási eset átlagáról., a) …hasonlóság, hogy mindkét módszer figyelembe veszi az egy tevékenység elvégzésére alkalmas erőforrások számát., c) …hasonlóság, hogy mindkettő támogatja a hierarchikus modelleket (tehát pl. egy összetett tevékenység takarhat több kisebb elemi lépést, különböző erőforrásigényekkel).;a) A boxplotról mindig könnyedén leolvasható az első kvartilis.
